site_no,site_name,window_label,enso_label,date,mean_daily_cfs,approval_status
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-15,74.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-23,95.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-28,70.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-24,98.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-09,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-09,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-16,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-02,91.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-04,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-20,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-02,89.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-14,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-01,89.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-14,150.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-27,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-20,91.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-02,64.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-20,64.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-06,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-18,109.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-20,109.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-12,186.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-15,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-25,95.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-02,93.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-09,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-25,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-15,134.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-16,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-11,31.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-09,376.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-28,72.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-16,126.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-23,100.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-28,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-04,89.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-08,76.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-14,74.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-11,218.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-05,104.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-29,93.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-03,87.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-13,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-10,273.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-27,72.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-21,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-11,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-20,182.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-25,70.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-05,48.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-15,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-04,107.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-06,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-06,40.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-27,100.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-08,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-06,618.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-23,66.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-21,95.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-10,33.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-02,41.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-26,98.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-21,137.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-13,164.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-05,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-25,98.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-01,66.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-30,104.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-07,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-26,74.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-21,107.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-15,74.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-12,31.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-24,89.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-30,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-18,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-17,68.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-19,66.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-30,91.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-08,33.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-07,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-17,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-13,119.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-18,482.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-26,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-29,95.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-07,76.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-25,68.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-10,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-30,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-31,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-11,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-14,72.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-08,700.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-05,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-17,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-01,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-22,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-08,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-07,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-14,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-04,46.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-05,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-03,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-24,68.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-03,98.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-08,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-06,93.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-22,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-23,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-17,116.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-25,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-10,76.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-29,76.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-12,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-19,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-09,34.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-17,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-01,91.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-14,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-09,72.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-07,968.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-11,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-13,85.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-03,47.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-29,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-06,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-22,104.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-22,91.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-12,78.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-01,42.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-22,109.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-16,3900.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-27,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-18,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-26,95.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-19,265.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-19,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-28,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-12,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-28,98.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-23,100.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-13,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-15,397.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-17,2330.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-10,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-19,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-18,80.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-31,76.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-30,93.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-10,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-04,59.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-24,76.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-01-31,93.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-10-26,72.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-18,64.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-11-05,99.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-12-21,82.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1926-02-11,72.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1926,1925-26 El Nino,1925-09-04,45.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-01,125.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-24,362.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-04,29.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-02,160.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-07,542.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-05,590.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-10,534.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-26,147.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-22,153.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-18,708.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-12,877.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-26,494.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-16,374.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-29,20.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-13,150.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-20,494.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-01,16.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-25,346.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-04,631.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-29,134.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-09,170.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-25,209.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-29,246.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-08,122.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-10,156.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-13,24.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-07,15000.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-27,332.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-27,134.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-03,708.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-11,514.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-11,153.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-02,196.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-22,502.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-25,16.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-23,147.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-28,478.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-01,173.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-16,600.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-09,116.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-31,209.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-12,498.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-16,196.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-14,196.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-14,19.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-26,24.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-04,16.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-15,17.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-27,209.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-10-21,226.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-19,170.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-14,147.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-05,186.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-16,21.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-02,784.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-02-24,577.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-19,140.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-29,147.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-11-04,190.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-09-10,29.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-24,147.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1931-01-05,125.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF1931,1930-31 El Nino,1930-12-05,190.0,Approved
